company_id,type,rule_id,text,confidence_pct
BAJFINANCE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.5
BAJFINANCE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.7
BAJFINANCE,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82.3
BAJFINANCE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
BAJFINANCE,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,89.7
BAJFINANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.9
BAJFINANCE,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,100.0
BAJFINANCE,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,93.0
BAJFINANCE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82.6
BAJFINANCE,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,78.0
BANKBARODA,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76.3
BANKBARODA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,89.7
BANKBARODA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,93.0
BANKBARODA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,93.0
BANKBARODA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,87.3
BANKBARODA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.0
BANKBARODA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,93.0
BANKBARODA,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.7
BANKBARODA,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,78.0
BEL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
BEL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
BEL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,93.0
BEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.8
BEL,con,CON_02,Latest-year free cash flow is negative despite reported accounting profit,82.0
BHARTIARTL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
BHARTIARTL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,91.4
BHARTIARTL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,93.0
BHARTIARTL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.0
BHARTIARTL,con,CON_01,Debt-to-equity ratio of 2.61 is elevated for a non-financial company and warrants monitoring,77.1
BHEL,pro,PRO_03,Conservative debt-to-equity ratio of 0.36x provides balance-sheet flexibility,85.0
BHEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.4
BHEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.6
BHEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,78.0
BHEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,92.5
BOSCHLTD,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,89.4
BOSCHLTD,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100.0
BOSCHLTD,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BOSCHLTD,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,87.9
BOSCHLTD,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,91.5
BOSCHLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.1
BOSCHLTD,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,93.0
BOSCHLTD,con,CON_12,Five-year revenue CAGR of 6.7% is below a 12% growth benchmark,81.8
BPCL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78.8
BPCL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74.4
BPCL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.4
BPCL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.0
BPCL,con,CON_12,Five-year revenue CAGR of 8.5% is below a 12% growth benchmark,78.9
BRITANNIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,94.3
BRITANNIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,83.6
BRITANNIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.7
BRITANNIA,con,CON_07,Dividend payout of 83.0% leaves a comparatively smaller earnings buffer for reinvestment,79.4
CANBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77.2
CANBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
CANBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,93.0
CANBK,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,87.1
CANBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,93.0
CANBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,88.8
CANBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.0
CANBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,93.0
CANBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.3
CANBK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,78.0
CHOLAFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82.3
CHOLAFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,77.1
CHOLAFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76.4
CHOLAFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,83.7
CHOLAFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82.7
CHOLAFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.8
CHOLAFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,100.0
CHOLAFIN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,74.8
CHOLAFIN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,86.1
CHOLAFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.7
CHOLAFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,78.0
CIPLA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,92.5
CIPLA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
CIPLA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75.7
CIPLA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
CIPLA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82.1
CIPLA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.0
CIPLA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,93.0
CIPLA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,81.7
COALINDIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
COALINDIA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,99.1
COALINDIA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
COALINDIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74.2
COALINDIA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,90.9
COALINDIA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.5
COALINDIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,91.1
COALINDIA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,93.0
DABUR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.7
DABUR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,86.2
DABUR,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,84.5
DABUR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.2
DIVISLAB,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100.0
DIVISLAB,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,77.2
DIVISLAB,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DIVISLAB,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,93.0
DIVISLAB,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,93.0
DLF,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
DLF,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,83.7
DLF,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,76.9
DLF,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.6
DLF,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.0
DLF,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.7
DLF,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,93.0
DMART,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80.3
DMART,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76.0
DMART,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
DMART,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.3
DMART,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.0
DMART,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,93.0
DMART,con,CON_02,"Free cash flow converted only 11.0% of latest net profit, which warrants monitoring",82.0
DRREDDY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,93.8
DRREDDY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,77.4
DRREDDY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76.4
DRREDDY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
DRREDDY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.8
DRREDDY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,89.8
DRREDDY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.0
DRREDDY,con,CON_02,"Free cash flow converted only 9.1% of latest net profit, which warrants monitoring",82.0
EICHERMOT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82.9
EICHERMOT,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.6
EICHERMOT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
EICHERMOT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,91.1
EICHERMOT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.7
EICHERMOT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.3
EICHERMOT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.2
GAIL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,86.6
GAIL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74.9
GODREJCP,pro,PRO_03,Conservative debt-to-equity ratio of 0.26x provides balance-sheet flexibility,85.0
GODREJCP,con,CON_04,Company reported a net loss in the most recent financial year,82.3
GODREJCP,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.6
GRASIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82.3
GRASIM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.0
GRASIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.0
GRASIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.5
GRASIM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,88.6
GRASIM,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,78.0
HAL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
HAL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.5
HAL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,79.5
HAL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
HAL,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,80.1
HAL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88.5
HAL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.0
HAL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.2
HAVELLS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.4
HAVELLS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,77.0
HAVELLS,con,CON_02,"Free cash flow converted only 26.4% of latest net profit, which warrants monitoring",82.0
HCLTECH,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76.7
HCLTECH,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
HCLTECH,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
HCLTECH,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,75.3
HCLTECH,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,77.9
HDFCBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82.3
HDFCBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
HDFCBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76.9
HDFCBANK,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,94.5
HDFCBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.6
HDFCBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.8
HDFCBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,77.3
HDFCBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.7
HDFCBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,78.0
HDFCLIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81.2
HDFCLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
HDFCLIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
HDFCLIFE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,77.5
HDFCLIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73.8
HEROMOTOCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,92.8
HEROMOTOCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
HEROMOTOCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
HEROMOTOCO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.9
HEROMOTOCO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.1
HEROMOTOCO,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78.7
HINDALCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
HINDALCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
HINDALCO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.0
HINDALCO,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,81.3
HINDALCO,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73.9
HINDUNILVR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
HINDUNILVR,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
HINDUNILVR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.0
HINDUNILVR,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,90.5
HINDUNILVR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.3
HINDUNILVR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.1
ICICIBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76.0
ICICIBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
ICICIBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,93.0
ICICIBANK,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,82.5
ICICIBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,93.0
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,79.8
ICICIBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.0
ICICIBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,93.0
ICICIBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,78.7
ICICIBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,78.6
ICICIBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,78.0
